id,title,description,availability,condition,price,image_link,brand,additional_image_link,product_type,custom_label_0,custom_label_1,custom_label_2
hainaauto-714932733,Volkswagen 2023 ID.3 Upgraded Pure Intelligent Edition Automatic,"2023 · Volkswagen · 2023 ID.3 Upgraded · 11,667 km · White · automatic · Located in Guangdong. Stock HA-714932733. Sourced from China with full export support from HainaAuto.",in stock,used,7753.14 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/714932733/col_ff33fb9242f5355f.webp,Volkswagen,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/714932733/col_f1a685e054e8dbb8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/714932733/col_e4fb62c32735b951.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/714932733/col_2d3ba62782a2748f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/714932733/col_8f7d390e778abc9b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/714932733/col_1b4ccd07a91ebbb7.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/714932733/col_1b2b1b5b7f6ae685.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/714932733/col_d3e071e399318157.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/714932733/col_5c0c3836be2f1d06.webp",Passenger Cars > Volkswagen > 2023 ID.3 Upgraded,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-979132822,Audi A4L 2023 40 TFSI Fashion Dynamic Edition,"2023 · Audi · A4L 2023 40 · 16,667 km · White · 7-speed wet dual-clutch · Located in Anhui. Stock HA-979132822. Sourced from China with full export support from HainaAuto.",in stock,used,11596.21 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_fb04ec62649331f8.webp,Audi,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_88771a83b448a77e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_d8a9c681f9860cca.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_b40a7d7cbf001a20.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_2e5b82ac87b10e6e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_2afa4742a78a89e8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_ae4ac51b84743216.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_1e96b9f493ffdf5c.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_342ec75eab468f6a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_aa7ad2c0dc5f135e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/979132822/col_0a2acb81564d3676.webp",Passenger Cars > Audi > A4L 2023 40,Passenger Cars,priority_02_passenger_cars,price_10000_plus
hainaauto-020032970,Toyota 2026 Avalon 2.0 CVT Premium Edition Automatic,"2026 · Toyota · 2026 Avalon 2.0 · 1,083 km · black · automatic · Located in Liaoning. Stock HA-020032970. Sourced from China with full export support from HainaAuto.",in stock,used,10895.65 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_029e04015d0289eb.webp,Toyota,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_8142bfaf1f74d82b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_91baeab4e00765d0.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_7a399cc736d5c681.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_5a3835272ad0b2ba.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_eee50226a152f082.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_23c2a9c659d9792c.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_631d8a960873d6f4.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_e4f939f8f9dd22c0.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_33d94e6a01e87cfa.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/020032970/col_1367719561f8e578.webp",Passenger Cars > Toyota > 2026 Avalon 2.0,Passenger Cars,priority_02_passenger_cars,price_10000_plus
hainaauto-056833070,2024 Nissan Sylphy Classic 1.6 CVT XE Comfort Edition (Facelift) Automatic,"2024 · Nissan · Sylphy Classic 1.6 · 3,750 km · grey · automatic · Located in Guangdong. Stock HA-056833070. Sourced from China with full export support from HainaAuto.",in stock,used,6402.06 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_a5d0bb53e72bbf5f.webp,Nissan,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_f7796a45f100ec95.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_d098b5495b55b3ae.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_1a09d66f003ece74.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_6609670a5f7f7ddc.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_a642ccd9200e8b90.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_eed6ec0ed2d4868e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_6321499b862c9837.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_0162198606409d2f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_bdad734c09d62fa6.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/056833070/col_6a508d6c2b388baa.webp",Passenger Cars > Nissan > Sylphy Classic 1.6,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-430233160,Geely 2025 Xingrui 2.0TD Oriental Moon Edition Automatic,"2025 · Geely · 2025 Xingrui 2.0TD · 2,500 km · grey · automatic · Located in Shandong. Stock HA-430233160. Sourced from China with full export support from HainaAuto.",in stock,used,8153.46 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_8574f5c7d133bedf.webp,Geely,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_9629ef65b32922e5.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_bfa8b7b0cfa21467.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_ae5bad551f55b878.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_277df6c446afb7ec.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_a0abc533b41508a5.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_526957856867b4e3.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_2d126d21ee1eb848.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_b5cef26406d09852.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/430233160/col_c737401f4b3691e5.webp",Passenger Cars > Geely > 2025 Xingrui 2.0TD,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-219233274,2023 Honda Civic 1.5T CVT 240TURBO Sport Edition Automatic,"2023 · Honda · Civic 1.5T CVT · 4,583 km · White · automatic · Located in Guangxi. Stock HA-219233274. Sourced from China with full export support from HainaAuto.",in stock,used,8393.65 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_ae55faab59a543a4.webp,Honda,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_ed360d294a5d010c.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_603f254c60a8cbb0.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_bd8eb8d3cd5bb600.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_620a1b8ff828830e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_e0e023c7dba968f8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_6e500b8492f7b672.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_4dcb97be21f0c9e9.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_e861b8821736de45.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_dbae519a5560b0a8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/219233274/col_a322d35bb4b0cdcd.webp",Passenger Cars > Honda > Civic 1.5T CVT,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-241333366,Audi 2023 A3L Limousine 1.4TFSI 35TFSI Fashion Sport (Facelift) Automatic,"2023 · Audi · 2023 A3L Limousine · 15,417 km · White · automatic · Located in Jiangxi. Stock HA-241333366. Sourced from China with full export support from HainaAuto.",in stock,used,9794.77 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_24ec2c2f26e53e53.webp,Audi,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_3b3e84283cc56cc4.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_699ffe3b597b8b31.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_e63a139ce94a95d6.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_29cff4ffc4c68c3b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_b99976315029c283.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_72deaf4cba821246.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_03965705800d36b1.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_039dda3bf691d46f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/241333366/col_c0211791ec197cb0.webp",Passenger Cars > Audi > 2023 A3L Limousine,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-303633461,"Wuling Bingo 2023 Model, 333km/h, Fast Enjoyment Edition","2023 · Wuling · Bingo 2023 Model, · 20,833 km · Beige · automatic · Located in Ningxia. Stock HA-303633461. Sourced from China with full export support from HainaAuto.",in stock,used,6041.77 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/303633461/col_753bfa992d07cdff.webp,Wuling,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/303633461/col_5b41579c84427e27.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/303633461/col_4c77559aa72178e1.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/303633461/col_642f885e4c9544be.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/303633461/col_9766f8d9af897305.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/303633461/col_c4536d8cd58891cb.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/303633461/col_a9097f6d742ad959.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/303633461/col_d4d3ededda62012d.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/303633461/col_d1df4f718a35305e.webp","Passenger Cars > Wuling > Bingo 2023 Model,",Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-887533625,2024 BMW 3 Series 325i 2.0T M Sport Shadow Edition Automatic,"2024 · BMW · 3 Series 325i · 11,667 km · White · automatic · Located in Guangdong. Stock HA-887533625. Sourced from China with full export support from HainaAuto.",in stock,used,12506.94 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/887533625/col_d23811abad8a3f23.webp,BMW,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/887533625/col_8f039555273de51f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/887533625/col_1510ca7dc1a94584.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/887533625/col_e1ca10c774b6ca95.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/887533625/col_0e8b73a349e02479.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/887533625/col_e839ea376e843c1a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/887533625/col_903cb49370db3fc7.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/887533625/col_b41f1e0c08518e42.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/887533625/col_3c095739a04fcd4c.webp",Passenger Cars > BMW > 3 Series 325i,Passenger Cars,priority_02_passenger_cars,price_10000_plus
hainaauto-434733717,XPeng 2025 Mona M03 600 Long Range Max Automatic,"2025 · XPeng · 2025 Mona M03 · 3,750 km · White · automatic · Located in Yunnan. Stock HA-434733717. Sourced from China with full export support from HainaAuto.",in stock,used,9654.66 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_c230074cf5f8b968.webp,XPeng,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_a0209df8668e2501.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_9ddfabef73069d43.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_90a322053ea013dc.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_24313a9e254bbf2b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_d05ecae12e15ad60.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_4a9195462320fc6e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_4822a3a361cc6877.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_111e74fa72fe8608.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_f2be421c6d90c78f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/434733717/col_42b68f9849aee4f6.webp",Passenger Cars > XPeng > 2025 Mona M03,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-999733808,Volkswagen 2024 CC 2.0TSI 380TSI Striking Edition Automatic,"2024 · Volkswagen · 2024 CC 2.0TSI · 10,417 km · White · automatic · Located in Jiangxi. Stock HA-999733808. Sourced from China with full export support from HainaAuto.",in stock,used,11546.17 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_fc97a7454f884f8a.webp,Volkswagen,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_12f9a71a58680634.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_b85e6d81f6e84cb0.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_c0c50fe93b74b983.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_9da4f4ed0e7760a3.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_ea3c957ce1b711c8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_6ed83382f1140f7e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_d6c85d7e1a3a7f4e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_84165089e61d95b4.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_409efdf18364429b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/999733808/col_068d88cd0b1cb453.webp",Passenger Cars > Volkswagen > 2024 CC 2.0TSI,Passenger Cars,priority_02_passenger_cars,price_10000_plus
hainaauto-570933898,"Hongguang MINIEV 2024 Macaron Model, 215km","2024 · Hongguang · MINIEV 2024 Macaron · 5,417 km · Multicolor · automatic · Located in Henan. Stock HA-570933898. Sourced from China with full export support from HainaAuto.",in stock,used,5341.21 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_a469e7be1116e8e5.webp,Hongguang,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_4262dfe2def18986.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_5fdb9582cc6ce94d.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_09ceee4bae36c49b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_1d1190a56b4d079e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_174493df4d734f15.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_eb5876d0af4850db.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_6f77b5d5c55c7201.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_0c71b37c5f3176c6.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_1c010ad679fca41f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/570933898/col_b64303f0c77cfa3a.webp",Passenger Cars > Hongguang > MINIEV 2024 Macaron,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-803333992,"Qiyuan 2025 A07 ""Zhenxiang"" Edition 230 Luxury Model, Automatic Transmission","2025 · Qiyuan · 2025 A07 ""Zhenxiang"" · 7,500 km · White · automatic · Located in Yunnan. Stock HA-803333992. Sourced from China with full export support from HainaAuto.",in stock,used,8353.62 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_fb6b508f4fa6da23.webp,Qiyuan,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_fe4013d562f82c10.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_45fd3cd60dcaa6b2.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_b60d7d49790f9864.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_dfd7be8c11b3c68a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_2e45e166a67ed832.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_0d9907dfab5e239a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_90ddcebf98b6e0ec.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_26d8929c596d17d4.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_1b0fe052599756b3.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/803333992/col_b49dd32400a42fbf.webp","Passenger Cars > Qiyuan > 2025 A07 ""Zhenxiang""",Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-867334096,GAC Trumpchi 2024 Yingbao S 1.5T Automatic,"2024 · GAC · Trumpchi 2024 Yingbao · 7,917 km · grey · automatic · Located in Zhejiang. Stock HA-867334096. Sourced from China with full export support from HainaAuto.",in stock,used,7352.82 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_0ff750fefc9f185e.webp,GAC,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_4c80d20c29c042ce.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_413c4bccf286d450.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_c044e929d109680e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_8db86b61ccc5ecf7.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_d8641cc64b40992a.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_038779cf9834c0a3.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_0d22419365d6413d.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_657e88ab7e489151.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_816e75c009c5a25f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/867334096/col_7996da583c7de46a.webp",Passenger Cars > GAC > Trumpchi 2024 Yingbao,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-770834157,BMW 5 Series 2023 530Li 2.0T Leading M Sport Package Automatic,"2023 · BMW · 5 Series 2023 · 20,833 km · black · automatic · Located in Shandong. Stock HA-770834157. Sourced from China with full export support from HainaAuto.",in stock,used,13407.66 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/770834157/col_eba75e4c20bd3f9c.webp,BMW,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/770834157/col_cb2529f47759c1f7.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/770834157/col_d8a9bcae07d38bca.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/770834157/col_ffa25fcbc0db0b18.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/770834157/col_114beca1aebe4288.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/770834157/col_b94e07ca16324b08.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/770834157/col_78fbe518913d8a9f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/770834157/col_7970449c00690a2b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/770834157/col_97551cf4bc4ba892.webp",Passenger Cars > BMW > 5 Series 2023,Passenger Cars,priority_02_passenger_cars,price_10000_plus
hainaauto-785434243,Hyundai Elantra 2023 1.5L CVT GLX Elite Edition,"2023 · Hyundai · Elantra 2023 1.5L · 14,167 km · White · CVT continuously variable transmission · Located in Hunan. Stock HA-785434243. Sourced from China with full export support from HainaAuto.",in stock,used,7002.54 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_a097ed8149d71ceb.webp,Hyundai,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_ebb879b64ca8055f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_e21eea765c9d7902.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_e01d8fd00fec8e7b.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_003c1317bb63f8e9.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_76558dc63fdfda24.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_dc5f7595293cba40.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_dcd564afceb4255f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_132a3d390280ced8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_cf9f671172299e0d.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/785434243/col_310e2ce0e3abdf9f.webp",Passenger Cars > Hyundai > Elantra 2023 1.5L,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-136134362,Geely 2025 Xingrui 1.5TD Dongfangyao Fuyao Edition Automatic,"2025 · Geely · 2025 Xingrui 1.5TD · 1,667 km · black · automatic · Located in Henan. Stock HA-136134362. Sourced from China with full export support from HainaAuto.",in stock,used,7593.01 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_c8384e97bb1accbb.webp,Geely,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_e955e35def5cebff.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_f0e5f74d4e77ff63.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_f74accab109cf74f.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_59e328b4681aef39.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_a68ad07fd2880bf8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_415ae834e54dbcc1.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_e62e8a069bd24095.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_fba970e213e8a613.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_a0abc533b41508a5.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/136134362/col_526957856867b4e3.webp",Passenger Cars > Geely > 2025 Xingrui 1.5TD,Passenger Cars,priority_02_passenger_cars,price_under_10000
hainaauto-324734447,Xiaomi SU7 2024 Model 800km AWD Long Range High-End Intelligent Driving Max Edition,"2024 · Xiaomi · SU7 2024 Model · 16,667 km · Purple · automatic · Located in Zhejiang. Stock HA-324734447. Sourced from China with full export support from HainaAuto.",in stock,used,12056.58 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_178dcbed4c31c6c0.webp,Xiaomi,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_f54ee8cbccd574fb.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_d1c815175eb27684.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_b1772aea5f799281.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_b1138843d9408084.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_44a1a76fbccc4954.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_4bde6a5e6a43851d.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_696f810886ac8843.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_be5740035f913690.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_dc0c3e7dd32c2529.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/324734447/col_09cf526f34a0f922.webp",Passenger Cars > Xiaomi > SU7 2024 Model,Passenger Cars,priority_02_passenger_cars,price_10000_plus
hainaauto-614434535,2024 Jaguar XEL 2.0T 250PS R-DYNAMIC S Black Sport Edition,"2024 · Jaguar · XEL 2.0T 250PS · 22,917 km · White · 8-speed automatic transmission · Located in Hunan. Stock HA-614434535. Sourced from China with full export support from HainaAuto.",in stock,used,10405.26 USD,https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_2730fcb6d55dbdb0.webp,Jaguar,"https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_60e8032bee9c7619.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_aeb83c4137f58e61.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_d5c9f081fe39b16e.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_097d34ade4c8ddd0.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_0f109aebc98f3010.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_44f188dd1dae04dd.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_81e617e5e515c7d8.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_ea40452b1090c1e1.webp,https://www.nindgeauto.com/api/vehicle-image/hainaauto/614434535/col_cb672f466406e90b.webp",Passenger Cars > Jaguar > XEL 2.0T 250PS,Passenger Cars,priority_02_passenger_cars,price_10000_plus
